source_id,source_type,target_id,target_type,relationship
A0113,account,T000936,transaction,HAS_TRANSACTION
A0059,account,T000937,transaction,HAS_TRANSACTION
C0081,customer,M0020,merchant,PAYS
A0081,account,T000938,transaction,HAS_TRANSACTION
C0048,customer,M0001,merchant,PAYS
A0048,account,T000939,transaction,HAS_TRANSACTION
C0066,customer,M0053,merchant,PAYS
A0066,account,T000940,transaction,HAS_TRANSACTION
C0019,customer,M0002,merchant,PAYS
A0019,account,T000941,transaction,HAS_TRANSACTION
C0098,customer,M0035,merchant,PAYS
A0098,account,T000942,transaction,HAS_TRANSACTION
C0014,customer,M0037,merchant,PAYS
A0014,account,T000943,transaction,HAS_TRANSACTION
C0105,customer,M0028,merchant,PAYS
A0105,account,T000944,transaction,HAS_TRANSACTION
A0025,account,T000945,transaction,HAS_TRANSACTION
C0039,customer,D0231,device,USES
C0039,customer,M0019,merchant,PAYS
A0039,account,T000946,transaction,HAS_TRANSACTION
C0045,customer,M0022,merchant,PAYS
A0045,account,T000947,transaction,HAS_TRANSACTION
C0072,customer,10.133.162.52,ip,CONNECTS_FROM
A0072,account,T000948,transaction,HAS_TRANSACTION
C0114,customer,M0014,merchant,PAYS
A0114,account,T000949,transaction,HAS_TRANSACTION
C0008,customer,M0031,merchant,PAYS
A0008,account,T000950,transaction,HAS_TRANSACTION
C0099,customer,M0025,merchant,PAYS
A0099,account,T000951,transaction,HAS_TRANSACTION
C0102,customer,M0021,merchant,PAYS
A0102,account,T000952,transaction,HAS_TRANSACTION
C0014,customer,D0193,device,USES
C0014,customer,M0028,merchant,PAYS
A0014,account,T000953,transaction,HAS_TRANSACTION
C0091,customer,M0037,merchant,PAYS
A0091,account,T000954,transaction,HAS_TRANSACTION
C0050,customer,M0046,merchant,PAYS
A0050,account,T000955,transaction,HAS_TRANSACTION
C0109,customer,D0347,device,USES
C0109,customer,M0014,merchant,PAYS
A0109,account,T000956,transaction,HAS_TRANSACTION
C0091,customer,M0006,merchant,PAYS
A0091,account,T000957,transaction,HAS_TRANSACTION
C0003,customer,M0054,merchant,PAYS
A0003,account,T000958,transaction,HAS_TRANSACTION
C0015,customer,10.88.186.120,ip,CONNECTS_FROM
C0015,customer,M0050,merchant,PAYS
A0015,account,T000959,transaction,HAS_TRANSACTION
A0050,account,T000960,transaction,HAS_TRANSACTION
C0090,customer,M0016,merchant,PAYS
A0090,account,T000961,transaction,HAS_TRANSACTION
C0060,customer,A0060,account,OWNS
C0060,customer,D0060,device,USES
C0060,customer,10.61.21.181,ip,CONNECTS_FROM
C0060,customer,M0034,merchant,PAYS
A0060,account,T000962,transaction,HAS_TRANSACTION
C0060,customer,M0041,merchant,PAYS
A0060,account,T000963,transaction,HAS_TRANSACTION
C0032,customer,M0016,merchant,PAYS
A0032,account,T000964,transaction,HAS_TRANSACTION
C0055,customer,M0051,merchant,PAYS
A0055,account,T000965,transaction,HAS_TRANSACTION
C0087,customer,M0007,merchant,PAYS
A0087,account,T000966,transaction,HAS_TRANSACTION
C0020,customer,M0002,merchant,PAYS
A0020,account,T000967,transaction,HAS_TRANSACTION
C0097,customer,M0042,merchant,PAYS
A0097,account,T000968,transaction,HAS_TRANSACTION
C0013,customer,M0030,merchant,PAYS
A0013,account,T000969,transaction,HAS_TRANSACTION
C0118,customer,M0020,merchant,PAYS
A0118,account,T000970,transaction,HAS_TRANSACTION
C0103,customer,D0135,device,USES
A0103,account,T000971,transaction,HAS_TRANSACTION
C0106,customer,M0026,merchant,PAYS
A0106,account,T000972,transaction,HAS_TRANSACTION
C0012,customer,M0009,merchant,PAYS
A0012,account,T000973,transaction,HAS_TRANSACTION
A0055,account,T000974,transaction,HAS_TRANSACTION
A0009,account,T000975,transaction,HAS_TRANSACTION
C0081,customer,M0046,merchant,PAYS
A0081,account,T000976,transaction,HAS_TRANSACTION
C0069,customer,M0018,merchant,PAYS
A0069,account,T000977,transaction,HAS_TRANSACTION
C0117,customer,M0006,merchant,PAYS
A0117,account,T000978,transaction,HAS_TRANSACTION
C0093,customer,M0029,merchant,PAYS
A0093,account,T000979,transaction,HAS_TRANSACTION
C0047,customer,M0030,merchant,PAYS
A0047,account,T000980,transaction,HAS_TRANSACTION
A0000,account,T000981,transaction,HAS_TRANSACTION
C0097,customer,M0009,merchant,PAYS
A0097,account,T000982,transaction,HAS_TRANSACTION
C0092,customer,M0015,merchant,PAYS
A0092,account,T000983,transaction,HAS_TRANSACTION
C0102,customer,D0489,device,USES
C0102,customer,M0004,merchant,PAYS
A0102,account,T000984,transaction,HAS_TRANSACTION
C0124,customer,M0019,merchant,PAYS
A0124,account,T000985,transaction,HAS_TRANSACTION
C0108,customer,M0048,merchant,PAYS
A0108,account,T000986,transaction,HAS_TRANSACTION
C0026,customer,M0043,merchant,PAYS
A0026,account,T000987,transaction,HAS_TRANSACTION
C0065,customer,M0039,merchant,PAYS
A0065,account,T000988,transaction,HAS_TRANSACTION
C0006,customer,M0035,merchant,PAYS
A0006,account,T000989,transaction,HAS_TRANSACTION
A0050,account,T000990,transaction,HAS_TRANSACTION
C0062,customer,M0010,merchant,PAYS
A0062,account,T000991,transaction,HAS_TRANSACTION
C0022,customer,M0026,merchant,PAYS
A0022,account,T000992,transaction,HAS_TRANSACTION
C0047,customer,M0025,merchant,PAYS
A0047,account,T000993,transaction,HAS_TRANSACTION
C0096,customer,M0032,merchant,PAYS
A0096,account,T000994,transaction,HAS_TRANSACTION
C0029,customer,M0036,merchant,PAYS
A0029,account,T000995,transaction,HAS_TRANSACTION
C0045,customer,M0039,merchant,PAYS
A0045,account,T000996,transaction,HAS_TRANSACTION
C0079,customer,M0007,merchant,PAYS
A0079,account,T000997,transaction,HAS_TRANSACTION
C0052,customer,M0032,merchant,PAYS
A0052,account,T000998,transaction,HAS_TRANSACTION
C0086,customer,M0047,merchant,PAYS
A0086,account,T000999,transaction,HAS_TRANSACTION
